Cód. Barras/Etiq.,Embalagem,Curva ABC Qtd.,Caderno de Ofertas,Custo Médio Unit.,Preço Venda Unit.,Preço Oferta
7891350037791,DES AERO MAN BOZZANO ANTI DRY 150ML,B,,"7,00","9,99","609,39"
7891350037791,DES AERO MAN BOZZANO ANTI DRY 150ML,E,,"6,84","9,99","9,99"
7891350037807,DES AERO MAN BOZZANO ANTI CARVAO 150ML,B,,"6,95","9,99","569,43"
7891350038057,ESM RISQUE DEUSAS INSP INSPIRACAO DIVINA 8ML,D,,"3,13","5,50","33,00"
7891350038057,ESM RISQUE DEUSAS INSP INSPIRACAO DIVINA 8ML,E,,"3,13","5,50","38,50"
7891350038064,ESM RISQUE DEUSAS INSP PELO AMOR DA DEUSA 8ML,E,,"3,98","5,50","11,00"
7891350038101,ESM RISQUE DEUSAS INSP TODAS POR UMA 8ML,E,,"3,20","5,50","60,50"
7891350038293,ESM RISQUE GUERRA DO ARCO IRIS 8ML,D,,"3,16","4,90","49,00"
7891350038309,ESM RISQUE MPOUPE QUEM MEDERA 8ML,E,,"3,08","4,60","50,60"
7891350038316,ESM RISQUE CHIK POP 8ML,C,,"3,13","4,60","18,40"
7891350038316,ESM RISQUE CHIK POP 8ML,D,,"3,13","4,60","36,80"
7891350038323,ESM RISQUE MOLETOM E SALTO 8ML,D,,"3,09","4,60","27,60"
7891350038323,ESM RISQUE MOLETOM E SALTO 8ML,E,,"3,23","4,60","23,00"
7891350038330,ESM RISQUE EU SOU ESSE GLAM TDO 8ML,C,,"3,09","4,60","36,80"
7891350038347,ESM RISQUE VERMELHO FELICIDADE 8ML,C,,"3,09","4,60","18,40"
7891350038347,ESM RISQUE VERMELHO FELICIDADE 8ML,D,,"3,13","4,60","13,80"
7891350038613,DES AERO MAN CLINICAL BOZZANO CLEAN 150ML,C,,"6,77","9,99","69,93"
7891350038613,DES AERO MAN CLINICAL BOZZANO CLEAN 150ML,D,,"8,50","9,99","39,96"
7891350038620,DES AERO MAN CLINICAL BOZZANO ULTRA COOL 150ML,B,,"6,77","10,99","197,82"
7891350038873,TIN BIOCOLOR HOMEM BOZZANO REDUÇÃO DOS GRISALHOS ,E,,"23,60","35,90","71,80"
7891350038880,TONALIZANTE BIOCOLOR HOMEM LOURO ESCURO 60ML,D,,"15,39","26,90","53,80"
7891350038880,TONALIZANTE BIOCOLOR HOMEM LOURO ESCURO 60ML,E,,"20,09","26,90","80,70"
7891350038897,TIN BIOCOLOR HOMEM BOZZANO CASTANHO CLARO,E,,"17,31","34,90","69,80"
7891350038903,TIN BIOCOLOR HOMEM BOZZANO CASTANHO MEDIO ,D,,"17,78","34,90","34,90"
7891350038903,TIN BIOCOLOR HOMEM BOZZANO CASTANHO MEDIO ,E,,"17,04","34,90","69,80"
7891350038910,TONALIZANTE BIOCOLOR HOMEM BOZZANO CASTANHO ESCURO 60ML,E,,"20,04","34,90","104,70"
7891350038927,TIN BIOCOLOR HOMEM BOZZANO PRETO ,E,,"18,87","34,90","34,90"
7891350038934,TIN KOLESTON CASTANHO CREPUSCULO COR 415 ,E,,"16,14","19,90","59,70"
7891350038972,ESM RISQUE IZA ESSE MARROM E MEU 8ML,E,,"4,20","6,30","18,90"
7891350038989,ESM RISQUE IZA IMPERATRIZ 8ML,D,,"4,20","6,30","44,10"
7891350038996,ESM RISQUE IZA AZUL PESADAO 8ML,E,,"4,20","6,30","12,60"
7891350039009,ESM RISQUE IZA BR.IZA 8ML,E,,"4,20","6,30","44,10"
7891350039016,ESM RISQUE IZA A VOZ DO GUETO 8ML,E,,"4,20","5,90","64,90"
7891350039023,ESM RISQUE IZA CHEIA DE GINGA 8ML,E,,"4,20","6,30","12,60"
7891350039337,ESM RISQUE CARE SECAGEM EXPRESS 8ML,B,,"5,58","9,95","149,25"
7891350039726,ESM RISQUE NOSSO METAVERSO CRIPTO ROSA 8ML,C,,"3,13","6,50","39,00"
7891350039726,ESM RISQUE NOSSO METAVERSO CRIPTO ROSA 8ML,E,,"3,13","6,50","71,50"
7891350039955,SH BOZZANO ANTICASPA 3 EM 1 200ML,E,,"11,54","18,50","18,50"
7891350039979,SH BOZZANO ANTIQUEDA 3 EM 1 200ML,E,,"9,96","18,50","18,50"
7891350040104,ESM RISQUE REIVENTE O NORMAL NEON GENDER 8ML,D,,"5,40","7,60","7,60"
7891350040104,ESM RISQUE REIVENTE O NORMAL NEON GENDER 8ML,E,,"5,40","7,60","30,40"
7891350040487,ESM RISQUE NOVA COR A.MAR 8ML,C,,"3,09","4,60","18,40"
7891350040487,ESM RISQUE NOVA COR A.MAR 8ML,E,,"3,09","4,60","27,60"
7891350040494,ESM RISQUE NOVA COR SE SOLTA NO BLUES 8ML,D,,"3,13","4,60","18,40"
7891350040494,ESM RISQUE NOVA COR SE SOLTA NO BLUES 8ML,E,,"3,23","4,60","32,20"
7891350040500,ESM RISQUE NOVA COR LOOK DO DIA GOOD VIBES 8ML,C,,"3,22","4,60","13,80"
7891350040500,ESM RISQUE NOVA COR LOOK DO DIA GOOD VIBES 8ML,E,,"3,13","4,60","18,40"
7891350040517,ESM RISQUE NOVA COR ANTES SOL QUE MAL ILUMINADA 8ML,D,,"3,13","4,60","32,20"
7891350040517,ESM RISQUE NOVA COR ANTES SOL QUE MAL ILUMINADA 8ML,E,,"3,20","4,60","32,20"
7891350040524,ESM RISQUE NOVA COR ROXO SEM CRISE 8ML,D,,"3,17","4,60","13,80"
7891350040524,ESM RISQUE NOVA COR ROXO SEM CRISE 8ML,E,,"3,23","4,60","23,00"
7891350040531,ESM RISQUE VOLTEI MENTA.LIZA 8ML,E,,"3,14","4,60","55,20"
7891350041095,"ESM RISQUE DIAMOND GEL SEDA LILAS 9,5ML",D,,"6,62","9,90","29,70"
7891350041101,"ESM RISQUE DIAMOND GEL LICOR DE CRANBERRY 9,5ML",C,,"6,62","9,90","19,80"
7891350041200,"ESM RISQUE DIAMOND GEL TOP COAT EFEITO CRISTAL 9,5ML",B,,"8,73","12,90","77,40"
7891350041200,"ESM RISQUE DIAMOND GEL TOP COAT EFEITO CRISTAL 9,5ML",D,,"8,73","12,90","90,30"
7891350041217,"ESM RISQUE DIAMOND GEL TOP COAT EFEITO PAETE 9,5ML",C,,"8,73","12,90","154,80"
7891350041873,ESM RISQUE HOJE SIM AMANHA TALVEZ 8ML,D,,"3,13","4,90","44,10"
7891350042214,ESM RISQUE BRIDGERTON A AUTORA REVELADA 8ML,E,,"4,75","7,50","15,00"
7891350042221,ESM RISQUE BRIDGERTON QUERIDA LEITORA 8ML,E,,"4,75","7,50","30,00"
7891350042535,ESM RISQUE MEU JEITO A ARTISTA SOU EU 8ML,E,,"4,83","6,99","104,85"
7891350042559,ESM RISQUE MEU JEITO FICA VAI TER ARCO-IRIS 8ML,E,,"4,83","6,99","6,99"
7891350042566,ESM RISQUE MEU JEITO VIVENDO DA MINHA ARTE 8ML,D,,"4,83","6,99","20,97"
7891350042566,ESM RISQUE MEU JEITO VIVENDO DA MINHA ARTE 8ML,E,,"4,83","6,99","13,98"
7891350042580,ESM RISQUE MEU JEITO ESTI ROSA 8ML,E,,"4,83","6,99","6,99"
7891350042818,ESM RISQUE VERDE ESMERALDA 8ML,C,,"3,13","4,90","39,20"
7891350042818,ESM RISQUE VERDE ESMERALDA 8ML,D,,"3,09","4,90","34,30"
7891350042832,ESM RISQUE OI SUMIDA 8ML,D,,"3,13","4,60","18,40"
7891350042832,ESM RISQUE OI SUMIDA 8ML,E,,"3,16","4,60","32,20"
7891350042931,ESM RISQUE LA VEM OUTRA PEROLA 8ML,C,,"3,13","4,90","39,20"
7891350042948,ESM RISQUE CHICLETE ME ESQUECE 8ML,C,,"3,13","4,90","24,50"
7891350043020,ESM RISQUE DORITOS ULTIMO DORITOS DO PACOTE 8ML,D,,"4,49","6,90","27,60"
7891350043051,ESM RISQUE DORITOS OUSADIA NA PONTA DOS DEDOS 8ML,D,,"4,49","6,90","27,60"
7891350043051,ESM RISQUE DORITOS OUSADIA NA PONTA DOS DEDOS 8ML,E,,"4,45","6,90","27,60"
7891350043075,ESM RISQUE DORITOS NADA OBVIO 8ML,D,,"4,49","6,90","27,60"
7891350043822,"ESM RISQUE GEL MEU JARDIM MAGICO PODER QUE FLORECE 9,5ML",E,,"8,83","12,99","77,94"
7891350043839,"ESM RISQUE GEL MEU JARDIM MAGICO VEJO FLORES EM MIM 9,5ML ",C,,"8,83","12,99","12,99"
7891350043846,"ESM RISQUE GEL MEU JARDIM MAGICO MEU MUNDO ENCANTADO 9,5ML",D,,"8,83","12,99","51,96"
7891350043853,"ESM RISQUE GEL MEU JARDIM MAGICO MIST DAS BORBOLETAS 9,5ML",C,,"9,38","14,99","14,99"
7891350043860,"ESM RISQUE GEL MEU JARDIM MAGICO INTUICAO E MAGIA 9,5ML ",C,,"9,38","14,99","59,96"
7891350045239,ESM RISQUE MANICORES FACO O PINX EM CASA 8ML,C,,"3,59","5,99","29,95"
7891350045239,ESM RISQUE MANICORES FACO O PINX EM CASA 8ML,E,,"4,49","5,99","53,91"
7891350045246,ESM RISQUE MANICORES SE LIBERTA DO BASICO 8ML,D,,"4,49","5,99","23,96"
7891350045246,ESM RISQUE MANICORES SE LIBERTA DO BASICO 8ML,E,,"4,49","5,99","35,94"
7891350045253,ESM RISQUE MANICORES UM DIA AMADURECO 8ML,D,,"3,59","5,99","41,93"
7891350045253,ESM RISQUE MANICORES UM DIA AMADURECO 8ML,E,,"4,49","5,99","23,96"
7891350045260,ESM RISQUE MANICORES RECUPEREI A DIGNIDADE 8ML,C,,"4,49","5,99","5,99"
7891350045260,ESM RISQUE MANICORES RECUPEREI A DIGNIDADE 8ML,E,,"4,49","5,99","23,96"
7891350045277,ESM RISQUE MANICORES CREDITA NO BRILHO 8ML,C,,"3,59","5,99","29,95"
7891350045277,ESM RISQUE MANICORES CREDITA NO BRILHO 8ML,E,,"4,49","5,99","23,96"
7891350045284,ESM RISQUE MANICORES ESMALTERAPIA 8ML,C,,"4,04","5,99","53,91"
7891350045284,ESM RISQUE MANICORES ESMALTERAPIA 8ML,E,,"3,59","5,99","53,91"
7891350045291,ESM RISQUE MANICORES JOGA P/ UNIVERSO 8ML,C,,"4,49","5,99","-5,99"
7891350045307,ESM RISQUE MANICORES NAO ESQUECE DO GRITTI 8ML,D,,"4,49","5,99","17,97"
7891350045307,ESM RISQUE MANICORES NAO ESQUECE DO GRITTI 8ML,E,,"4,49","5,99","29,95"
7891452375166,SUPL ALIMENTAR GOOD VIT FIGALON SILIMARINA C/60 CAPS ,C,ACÃO VITAMINAS,"26,97","59,90","718,80"
7891452375166,SUPL ALIMENTAR GOOD VIT FIGALON SILIMARINA C/60 CAPS ,E,ACÃO VITAMINAS,"26,95","59,90","119,80"
7891463000347,SERINGA BD S/AGULHA 3ML,A,,"0,40","1,50","1.446,00"
7891463000347,SERINGA BD S/AGULHA 3ML,B,,"0,40","1,50","429,00"
7891463000378,SERINGA BD S/AGULHA 10ML,B,,"0,87","2,69","156,02"
7891463000408,SERINGA BD S/AGULHA 20ML,B,,"1,37","4,99","179,64"
7891463000408,SERINGA BD S/AGULHA 20ML,C,,"1,48","4,99","259,48"
7891463000859,"SERINGA P/INSULINA 1ML C/AGULHA 13X0,38MM BD",B,,"1,28","2,90","5,80"
7891463000859,"SERINGA P/INSULINA 1ML C/AGULHA 13X0,38MM BD",D,,"1,28","2,90","49,30"
7891463000859,"SERINGA P/INSULINA 1ML C/AGULHA 13X0,38MM BD",E,,"0,99","2,90","8,70"
7891463001771,SERINGA BD S/AGULHA 5ML,A,,"0,53","1,99","2.748,19"
7891463003782,SERINGA BD S/AGULHA 20ML,B,,"1,37","4,99","24,95"
7891463006615,SERINGA BD C/AGULHA HIPO C/3ML,E,,"126,89","2,50","-7,50"
7891463009210,"AGULHA BD ECLIPSE 0,70MMX30MM ",E,,"0,50","1,50","-6,00"
78914940,OLEO CORPORAL PAIXAO IRRESISTIVEL 200ML,C,,"11,98","22,90","91,60"
78914957,CR HIDRAT PAIXAO IRRESISTIVEL CORPORAL 200ML,B,PERFUMARIA CESTÃO,"7,12","12,90","99,90"
78914957,CR HIDRAT PAIXAO IRRESISTIVEL CORPORAL 200ML,E,PERFUMARIA CESTÃO,"6,82","12,90","79,92"
7891515,LAMINA BARBEAR WILKINSON C/3 UNID,B,,"2,49","3,90","46,80"
7891528016511,ESC DENT SORRISO ORIGINAL C/LIMPADOR DE LINGUA ,D,,"1,21","5,90","5,90"
7891528038704,CR DENTAL PREVENT ANTI PLACA 90G,E,,"15,81","15,90","15,90"
7891528038834,CR DENTAL TANDY UVA 50G,C,,"5,71","8,90","26,70"
7891528038834,CR DENTAL TANDY UVA 50G,E,,"5,72","8,90","26,70"
78915398,PASTILHA VALDA FRIENDS S/ACUCAR 25G,B,,"3,58","6,90","6,90"
78915398,PASTILHA VALDA FRIENDS S/ACUCAR 25G,C,,"3,47","6,90","248,40"
7891575136514,ESM INFANTIL A BASE DE AGUA AMUSANT PRINCESINHA YUMI 7ML,D,,"4,55","6,90","6,90"
7891575136521,ESM INFANTIL A BASE DE AGUA AMUSANT PRINCESINHA BEATRIZ 7ML,E,,"4,55","6,90","6,90"
7891597536842,SUPL ALIMENTAR GOOD VIT MAGNESIO DIMALATO C/60 CAPS,C,ACÃO VITAMINAS,"17,72","49,90","199,60"
7891597536842,SUPL ALIMENTAR GOOD VIT MAGNESIO DIMALATO C/60 CAPS,D,ACÃO VITAMINAS,"17,03","49,90","249,50"
7891653011115,SH COLOR GRECIN 5 CASTANHO CLARO 60ML,E,,"24,75","36,90","36,90"
7891653011146,SH COLOR GRECIN 5 PRETO 60ML,E,,"16,30","24,90","24,90"
7891653014024,SAB INTIMO VAGISIL ORIGINAL PROTECAO ODOR BLOCK 200ML,E,,"15,30","28,90","144,50"
7891653014062,SAB INTIMO VAGISIL GEL PREVENT PH EQUILIBRIO 300G,E,,"17,40","28,90","86,70"
78917125,BARRA CHOCOLATE TALENTO DIET AVELAS 25G,B,,"3,55","5,50","77,00"
7891721000614,GLIFAGE 500MG C/30 CPR,E,02 - Preço Controlado Plugpharma,"19,49","29,58","24,45"
7891721003042,CLINFAR 10MG C/30 CPR REVEST,D,01 - Preço Controlado Plugpharma,"17,72","28,82","95,28"
7891721010026,DICLIN C/21 CPR REVEST,C,ANTICONCEPCIONAIS ,"17,00","24,47","171,09"
7891721010026,DICLIN C/21 CPR REVEST,D,ANTICONCEPCIONAIS ,"17,06","24,47","361,19"
7891721010026,DICLIN C/21 CPR REVEST,E,ANTICONCEPCIONAIS ,"16,41","24,47","57,03"
7891721012884,CLINFAR 20MG C/30 CPR REVEST,C,01 - Preço Controlado Plugpharma,"28,41","55,16","45,59"
7891721012969,ROXFLAN 5MG C/30 CPR ,D,PROPAGADO ,"20,96","30,25","125,00"
7891721012976,ROXFLAN 10MG C/30 CPR REVEST,E,01 - Preço Controlado Plugpharma,"42,56","59,76","49,39"
7891721014086,EUTHYROX 125MCG C/50 CPR,C,PROPAGADO ,"35,17","54,97","89,06"
7891721014086,EUTHYROX 125MCG C/50 CPR,E,01 - Preço Controlado Plugpharma,"36,96","54,97","104,44"
7891721014086,EUTHYROX 125MCG C/50 CPR,E,02 - Preço Controlado Plugpharma,"34,37","54,97","52,22"
7891721014130,EUTHYROX 150MCG C/50 CPR ,D,01 - Preço Controlado Plugpharma,"39,25","58,97","56,02"
7891721014130,EUTHYROX 150MCG C/50 CPR ,E,02 - Preço Controlado Plugpharma,"40,62","58,97","56,02"
7891721014130,EUTHYROX 150MCG C/50 CPR ,E,PROPAGADO ,"40,05","58,97","47,77"
7891721014185,EUTHYROX 175MCG C/50 CPR,D,PROPAGADO ,"43,23","66,30","53,71"
7891721014239,EUTHYROX 100MCG C/50 CPR,C,PROPAGADO ,"31,67","49,17","199,35"
7891721014239,EUTHYROX 100MCG C/50 CPR,D,PROPAGADO ,"31,65","49,17","199,35"
7891721014642,EUTHYROX 25MCG C/50 CPR,C,PROPAGADO ,"24,60","37,62","59,98"
7891721014642,EUTHYROX 25MCG C/50 CPR,E,PROPAGADO ,"25,00","37,62","29,99"
7891721014697,EUTHYROX 50MCG C/50 CPR,C,PROPAGADO ,"27,21","43,04","36,79"
7891721014697,EUTHYROX 50MCG C/50 CPR,D,PROPAGADO ,"28,64","43,04","110,37"
7891721014741,EUTHYROX 75MCG C/50 CPR,C,PROPAGADO ,"30,37","47,57","227,34"
7891721014741,EUTHYROX 75MCG C/50 CPR,E,PROPAGADO ,"11,28","47,57","113,67"
7891721014796,EUTHYROX 200MCG C/50 CPR,E,01 - Preço Controlado Plugpharma,"48,51","72,98","207,99"
7891721014963,EUTHYROX 88MCG C/50 CPR,C,PROPAGADO ,"28,98","43,49","36,87"
7891721014987,EUTHYROX 112MCG C/50 CPR,C,PROPAGADO ,"31,88","55,42","526,80"
7891721014987,EUTHYROX 112MCG C/50 CPR,D,PROPAGADO ,"31,91","55,42","131,70"
7891721014987,EUTHYROX 112MCG C/50 CPR,E,PROPAGADO ,"35,44","55,42","87,80"
7891721015007,EUTHYROX 137MCG C/50  CPR,E,PROPAGADO ,"37,05","58,48","280,68"
7891721020094,GN LEVOTIROXINA SODICA 125MCG C/30 CPR MERCK,C,BORA VENDER GENÉRICO 3.0,"8,46","15,00","38,25"
7891721020193,GN LEVOTIROXINA SODICA 175MCG C/30 CPR MERCK,C,BORA VENDER GENÉRICO 3.0,"11,76","20,43","-309,70"
7891721022579,GLIFAGE XR 1G C/30 CPR,D,PROPAGADO ,"39,05","56,04","363,51"
7891721022845,FLEXIVE CDM 350MG/G CR 50G,E,01 - Preço Controlado Plugpharma,"53,80","83,14","75,37"
7891721022845,FLEXIVE CDM 350MG/G CR 50G,E,03 - Preço Controlado Plugpharma,"55,06","83,14","75,37"
7891721022937,FLORALYTE 90 MEQ/I SOL ORAL 500ML,E,01 - Preço Controlado Plugpharma,"18,01","24,23","21,96"
7891721023422,FLEXIVE CDM 350MG/G CR 25G,D,PROPAGADO ,"34,04","49,64","45,00"
7891721023422,FLEXIVE CDM 350MG/G CR 25G,E,PROPAGADO ,"33,96","49,64","135,00"
7891721023965,ALGINAC RETARD C/10 CPR REVEST,B,01 - Preço Controlado Plugpharma,"45,39","72,26","62,60"
7891721023965,ALGINAC RETARD C/10 CPR REVEST,B,03 - Preço Controlado Plugpharma,"51,02","72,26","250,40"
7891721023965,ALGINAC RETARD C/10 CPR REVEST,D,02 - Preço Controlado Plugpharma,"44,10","72,26","125,20"
7891721024924,"CONCOR 1,25MG C/30 CPR REVEST",E,01 - Preço Controlado Plugpharma,"50,09","73,44","60,70"
7891721024924,"CONCOR 1,25MG C/30 CPR REVEST",E,02 - Preço Controlado Plugpharma,"49,04","73,44","60,70"
7891721024924,"CONCOR 1,25MG C/30 CPR REVEST",E,03 - Preço Controlado Plugpharma,"49,04","73,44","182,10"
7891721024986,"CONCOR 2,5MG C/30 CPR REVEST",C,01 - Preço Controlado Plugpharma,"57,19","84,56","419,34"
7891721024986,"CONCOR 2,5MG C/30 CPR REVEST",C,03 - Preço Controlado Plugpharma,"56,64","84,56","139,78"
7891721024986,"CONCOR 2,5MG C/30 CPR REVEST",E,02 - Preço Controlado Plugpharma,"57,18","84,56","139,78"
7891721025105,CONCOR 5MG C/30 CPR REVEST,C,PROPAGADO ,"68,84","102,87","340,08"
7891721025105,CONCOR 5MG C/30 CPR REVEST,D,PROPAGADO ,"68,69","102,87","170,04"
7891721025228,CONCOR 10MG C/30 CPR REVEST,E,01 - Preço Controlado Plugpharma,"80,02","117,22","96,88"
7891721025228,CONCOR 10MG C/30 CPR REVEST,E,02 - Preço Controlado Plugpharma,"78,89","117,22","96,88"
7891721025228,CONCOR 10MG C/30 CPR REVEST,E,03 - Preço Controlado Plugpharma,"77,92","117,22","193,76"
7891721026621,GLUCOVANCE 500+5MG C/30 CPR,D,01 - Preço Controlado Plugpharma,"39,80","56,39","186,44"
7891721026621,GLUCOVANCE 500+5MG C/30 CPR,E,03 - Preço Controlado Plugpharma,"39,19","56,39","186,44"
7891721026706,"CONCOR HCT 5+12,5MG C/30 CPR",C,PROPAGADO ,"82,73","144,64","542,45"
7891721026898,"GN BISOPROLOL 2,5MG C/30 CPR MERCK",B,BORA VENDER GENÉRICO 3.0,"27,75","46,06","313,20"
7891721026959,GN HEMIFUMARATO DE BISOPROLOL 5MG C/30 CPR REVEST MERCK,C,01 - Preço Controlado Plugpharma,"34,10","56,07","95,32"
7891721026959,GN HEMIFUMARATO DE BISOPROLOL 5MG C/30 CPR REVEST MERCK,E,03 - Preço Controlado Plugpharma,"32,57","56,07","47,66"
7891721027017,GN HEMIFUMARATO DE BISOPROLOL 10MG C/30 CPR REVEST MERCK,E,01 - Preço Controlado Plugpharma,"40,21","63,89","54,31"
7891721027437,GLIFAGE 850MG C/30 CPR,E,01 - Preço Controlado Plugpharma,"26,00","39,79","65,78"
7891721027437,GLIFAGE 850MG C/30 CPR,E,02 - Preço Controlado Plugpharma,"27,24","39,79","32,89"
7891721027451,GLIFAGE XR 750MG C/30 CPR,E,01 - Preço Controlado Plugpharma,"27,00","40,30","33,31"
7891721027451,GLIFAGE XR 750MG C/30 CPR,E,02 - Preço Controlado Plugpharma,"27,27","40,30","33,31"
7891721027451,GLIFAGE XR 750MG C/30 CPR,E,03 - Preço Controlado Plugpharma,"27,78","40,30","166,55"
7891721027468,GLIFAGE XR 500MG C/30 CPR,A,PROPAGADO ,"6,50","11,67","-8,26"
7891721029417,"GN ACETATO DE CIPROTERONA+ETINILESTRADIOL 2MG/0,035MG C/63 ",E,BORA VENDER GENÉRICO 3.0,"19,53","53,14","77,54"
7891721029424,"GN ACETATO DE CIPROTERONA+ETINILESTRADIOL 2MG/0,035MG C/21 ",B,BORA VENDER GENÉRICO 3.0,"8,01","21,10","397,01"
7891721029639,ALGINAC 1.000 C/15 CPR REVEST,B,PROPAGADO ,"24,86","36,70","446,40"
7891721029646,ALGINAC 1MG C/30 CPR REVEST,B,PROPAGADO ,"44,80","73,63","494,10"
7891721029646,ALGINAC 1MG C/30 CPR REVEST,C,PROPAGADO ,"44,79","73,63","768,60"
7891721029646,ALGINAC 1MG C/30 CPR REVEST,E,PROPAGADO ,"47,42","73,63","274,50"
7891721029950,GLIVANCE XR 500+30MG C/30 CPR ,E,01 - Preço Controlado Plugpharma,"37,84","57,08","141,54"
7891721029950,GLIVANCE XR 500+30MG C/30 CPR ,E,02 - Preço Controlado Plugpharma,"40,65","57,08","94,36"
7891721029950,GLIVANCE XR 500+30MG C/30 CPR ,E,03 - Preço Controlado Plugpharma,"40,39","57,08","94,36"
7891721029974,CONCOR ANLO 5+5MG C/30 CPR,D,02 - Preço Controlado Plugpharma,"69,78","98,22","81,18"
7891721029974,CONCOR ANLO 5+5MG C/30 CPR,E,01 - Preço Controlado Plugpharma,"68,56","98,22","81,18"
7891721100017,CEBION LARANJA 1G C/10 CPR EFERV,E,03 - Preço Controlado Plugpharma,"11,40","17,87","16,20"
7891721201530,GLIFAGE XR 850MG C/30 CPR MERCK,C,PROPAGADO ,"27,50","41,42","150,30"
7891721201530,GLIFAGE XR 850MG C/30 CPR MERCK,E,PROPAGADO ,"14,07","41,42","30,06"
7891721201660,GLIVANCE XR 500+30MG C/60 CPR,E,02 - Preço Controlado Plugpharma,"75,28","114,19","94,38"
7891721201660,GLIVANCE XR 500+30MG C/60 CPR,E,03 - Preço Controlado Plugpharma,"78,71","114,19","-94,38"
7891721201806,GLIFAGE XR 500MG C/30 CPR,A,PROPAGADO ,"6,40","11,67","9.771,58"
7891721202377,GN CLORIDRATO DE SOTALOL 160MG C/30 CPR MERCK,C,BORA VENDER GENÉRICO 3.0,"23,72","101,33","99,76"
7891721202377,GN CLORIDRATO DE SOTALOL 160MG C/30 CPR MERCK,E,BORA VENDER GENÉRICO 3.0,"23,72","101,33","49,88"
7891721202391,GN ACICLOVIR 400MG C/30 CPR MERCK,B,BORA VENDER GENÉRICO 3.0,"40,32","281,74","332,90"
7891721202391,GN ACICLOVIR 400MG C/30 CPR MERCK,C,BORA VENDER GENÉRICO 3.0,"37,82","281,74","199,74"
7891721202711,GN LEVOTIROXINA SODICA 150MCG C/30 CPR MERCK,B,BORA VENDER GENÉRICO 3.0,"8,91","16,17","344,25"
7891721202711,GN LEVOTIROXINA SODICA 150MCG C/30 CPR MERCK,C,BORA VENDER GENÉRICO 3.0,"10,19","16,17","25,50"
7891721202728,GN LEVOTIROXINA SODICA 175MCG C/30 CPR MERCK,C,BORA VENDER GENÉRICO 3.0,"11,76","20,43","342,30"
7891721202728,GN LEVOTIROXINA SODICA 175MCG C/30 CPR MERCK,D,BORA VENDER GENÉRICO 3.0,"12,79","20,43","48,90"
7891721202728,GN LEVOTIROXINA SODICA 175MCG C/30 CPR MERCK,E,BORA VENDER GENÉRICO 3.0,"12,98","20,43","16,30"
7891721202735,GN LEVOTIROXINA SODICA 200MCG C/30CPR MERCK,D,BORA VENDER GENÉRICO 3.0,"20,93","35,32","28,98"
7891721202735,GN LEVOTIROXINA SODICA 200MCG C/30CPR MERCK,E,BORA VENDER GENÉRICO 3.0,"20,77","35,32","28,98"
7891721202810,GN LEVOTIROXINA SODICA 50MCG C/30 CPR MERCK,B,BORA VENDER GENÉRICO 3.0,"6,26","11,99","908,04"
7891721202834,GN LEVOTIROXINA SODICA 75MCG C/30 CPR MERCK,B,BORA VENDER GENÉRICO 3.0,"6,96","13,11","1.459,26"
7891721202841,GN LEVOTIROXINA SODICA 88MCG C/30CPR MERCK,B,BORA VENDER GENÉRICO 3.0,"8,00","15,80","1.426,81"
7891721202841,GN LEVOTIROXINA SODICA 88MCG C/30CPR MERCK,C,BORA VENDER GENÉRICO 3.0,"9,51","15,80","52,36"
7891721202858,GN LEVOTIROXINA SODICA 100MCG C/30 CPR MERCK,B,BORA VENDER GENÉRICO 3.0,"5,41","10,24","936,77"
7891721202872,GN LEVOTIROXINA SODICA 112MCG C/30 CPR MERCK,B,BORA VENDER GENÉRICO 3.0,"11,59","20,14","95,82"
7891721202872,GN LEVOTIROXINA SODICA 112MCG C/30 CPR MERCK,C,BORA VENDER GENÉRICO 3.0,"11,75","20,14","31,94"
7891721202889,GN LEVOTIROXINA SODICA 125MCG C/30 CPR MERCK,B,BORA VENDER GENÉRICO 3.0,"7,63","15,00","408,00"
7891721202889,GN LEVOTIROXINA SODICA 125MCG C/30 CPR MERCK,C,BORA VENDER GENÉRICO 3.0,"8,46","15,00","-38,25"
7891721202988,GN LEVOTIROXINA SODICA 25MCG C/30 CPR MERCK,B,BORA VENDER GENÉRICO 3.0,"5,85","10,85","899,00"
7891800000641,"ATADURA CREPOM CYSNE 06CMX1,8M ",B,,"1,87","3,90","46,80"
7891800000641,"ATADURA CREPOM CYSNE 06CMX1,8M ",E,,"1,87","3,90","46,80"
7891800000658,"ATADURA CREPOM CYSNE 08CMX1,8M ",C,,"2,39","5,90","182,90"
7891800000658,"ATADURA CREPOM CYSNE 08CMX1,8M ",E,,"2,22","5,90","17,70"
7891800000672,"ATADURA CREPOM CREMER CYSNE 12CMX1,80M",C,,"3,31","6,50","19,50"
7891800000689,"ATADURA DE CREPOM CREMER CYSNE 1,8M X 15CM",B,,"4,54","7,90","79,00"
7891800000689,"ATADURA DE CREPOM CREMER CYSNE 1,8M X 15CM",C,,"3,91","7,90","7,90"
7891800000696,"ATADURA DE CREPOM CREMER 20CM X 1,80M",C,,"6,07","9,90","99,00"
7891800000696,"ATADURA DE CREPOM CREMER 20CM X 1,80M",E,,"5,18","9,90","29,70"
7891800197525,COMPRESSA GAZE CREMER C/5 UNID ,E,,"0,97","1,55","1,55"
7891800276527,"ESPARADRAPO CREMER IMPERMEAVEL BRANCO 5CM X 4,5M",C,,"9,26","21,99","241,89"
