ean,name,curve,book,price,drogal_price,drogasil_price,drogal_observation,drogasil_observation
"7891330014873","CHOCOLATE NEUGEBAUER STIKADINHO NAPOLITANO 70G CX C/12","E","","65,91","","","",""
"7891330014897","CHOCOLATE NEUGEBAUER STIKADINHO MORANGO 70G CX C/12","E","","63,11","","","",""
"7891330014934","CHOCOLATE NEUGEBAUER STIKADINHO NAPOLITANO 70G","E","","5,50","6,69","","",""
"7891330016532","CHOCOLATE STIKADINHO MORANGO 12,3G CX C/32","E","","62,97","","","",""
"7891330018246","CHOCOLATE NEUGEBAUER STIKADINHO STICKS MORANGO 32G","E","","2,99","4,19","","",""
"7891330018291","CHOCOLATE NEUGEBAUER STIKADINHO STICKS MORANGO 32G CX C/16","E","","47,31","","","",""
"7891330018512","CHOCOLATE NEUGEBAUER STIKADINHO STICKS NAPOLITANO 32G","E","","2,99","","","",""
"7891330018673","CHOCOLATE NEUGEBAUER STIKADINHO MORANGO 40G","E","","3,99","4,05","","",""
"7891330018680","CHOCOLATE NEUGEBAUER STIKADINHO MORANGO 40G  CX C/18","E","","72,26","","","",""
"7891330018796","CHOCOLATE AMOR CARIOCA STICKS 32G","E","","2,90","","","",""
"7891330018802","CHOCOLATE AMOR CARIOCA STICKS 32G CX C/16","E","","46,00","","","",""
"7891330018826","CHOCOLATE NEUGEBAUER STIKADINHO STICKS NAPOLITANO 32G CX C/16","E","","47,31","","","",""
"7891330018994","CHOCOLATE NEUGEBAUER STIKADINHO MORANGO SACHE 120G","E","","11,99","","","",""
"7891334109018","ABAIXADOR DE LINGUA THEOTO C/100","E","","12,90","","","",""
"7891334129016","PALITO UNHA 2 PONTA MEDIO FRACIONADO CX C/100","E","","6,53","","","",""
"7891338702826","KIT TIRAS SELECT PLUS C/ 2 LV 100 PG 75 +1 MEDIDOR","E","","159,90","119,95","140,25","",""
"7891350000092","ESPUMA BARBEAR BOZZANO HIDRATACAO 200ML","E","","22,50","25,45","22,99","","Leve 2 unidades por R$ 17,24 cada"
"7891350000115","ESPUMA BARBEAR BOZZANO REFRESCANTE 200ML","E","","24,90","25,45","","",""
"7891350002409","CR BARBEAR BOZZANO REFRESCANTE 65G","E","","9,50","13,49","","",""
"7891350011043","CR BARBEAR BOZZANO ALOE VERA 65G","E","","9,50","13,49","10,99","","Leve 2 unidades por R$ 8,24 cada"
"7891350011623","CR BARBEAR BOZZANO PELE SENSIVEL 65G","E","","9,50","13,49","10,99","","Leve 2 unidades por R$ 8,24 cada"
"7891350025187","ESPUMA BARBEAR BOZZANO PELE SENSIVEL 200ML","E","","22,50","25,45","22,99","","Leve 2 unidades por R$ 17,24 cada"
"7891350026610","LOCAO POS BARBA BOZZANO MENTOL 100ML","E","","29,90","","34,99","","Leve 2 unidades por R$ 26,24 cada"
"7891350026627","LOCAO POS BARBA BOZZANO NIGHT BLUE 100ML","E","","29,90","34,09","34,99","","Leve 2 unidades por R$ 26,24 cada"
"7891350032406","DES AERO MAN BOZZANO SENSITIVE S/PERFUME 150ML","C","","9,99","","","",""
"7891350032697","POS BARBA GEL BOZZANO REFRESCANTE 100G","E","","19,90","","","",""
"7891350032734","DES AERO MAN BOZZANO ENERGY 150ML","E","","9,99","","","",""
"7891350032741","DES AERO MAN BOZZANO FRESH 150ML","C","","9,99","8,99","10,99","","Leve 2 unidades por R$ 8,24 cada"
"7891350032758","DES AERO MAN BOZZANO SPORT 150ML","E","","9,99","","","",""
"7891350032857","DES AERO MAN BOZZANO EXTREME 150ML","C","","9,99","8,99","10,99","","Leve 2 unidades por R$ 8,24 cada"
"7891350032956","DES AERO ADIDAS CLIMACOOL 150ML","E","","11,90","13,99","14,99","Leve 2 e pague R$10,99 cada",""
"7891350032963","DES AERO MAN ADIDAS CLIMACOOL 150ML","E","","11,90","13,99","","Leve 2 e pague R$10,99 cada",""
"7891350032970","DES AERO MAN BOZZANO INVISIBLE 150ML","E","","9,99","8,99","10,99","","Leve 2 unidades por R$ 8,24 cada"
"7891350033076","DES AERO ADIDAS ADIPOWER MAXIMA PROTECAO 150ML","E","","11,90","13,99","14,99","Leve 2 e pague R$10,99 cada",""
"7891350033410","TIN BIOCOLOR PRETO FUNDO 1.0","C","","11,90","13,65","12,99","",""
"7891350033427","TIN BIOCOLOR PRETO AZULADO 2.0","E","","11,90","13,65","12,99","",""
"7891350033434","TIN BIOCOLOR CASTANHO ESCURO 3.0","E","","11,90","13,65","12,99","",""
"7891350033441","TIN BIOCOLOR CASTANHO MEDIO","D","","11,90","13,65","12,99","",""
"7891350033472","TINTA BIOCOLOR CASTANHO CLARO 5.0","D","","11,90","13,65","12,99","",""
"7891350033496","TIN BIOCOLOR LOURO ESCURO 6.0","E","","11,90","13,65","12,99","",""
"7891350033533","TIN BIOCOLOR LOURO MEDIO 7.0","E","","11,90","13,65","12,99","",""
"7891350033618","TIN KOLESTON CAFE COR 477","E","","19,90","","20,19","",""
"7891350033663","DES AVANCO SPRAY ORIGINAL 85ML","E","","7,90","","8,99","",""
"7891350033717","DES TRES MARCHAND AERO MEN CLASSIC 150ML","E","","13,50","","","",""
"7891350033724","DES AERO TRES MARCHAND BLACK 150ML","E","","13,90","","","",""
"7891350033892","DES TRES MARCHAND AERO INVISIBLE 150ML","D","","21,50","","","",""
"7891350033908","DES AERO ADIDAS PRO INVISIBLE 150ML","E","","11,90","13,99","11,49","Leve 2 e pague R$10,99 cada",""
"7891350034042","ESM RISQUE AZULIVRE MENTE 8ML","E","","4,60","6,99","5,45","",""
"7891350034059","ESM RISQUE VIOLETRAZ O NOVO 8ML","E","","4,60","","","",""
"7891350034066","ESM RISQUE VER DE VERDADE 8ML","E","","4,60","6,99","6,99","",""
"7891350034073","ESM RISQUE LAVANDA ALMA 8ML","C","","4,60","6,99","5,65","",""
"7891350034080","ESM RISQUE AMARELINDO 8ML","E","","4,60","6,99","6,99","",""
"7891350034097","ESM RISQUE SOL LARANJA ANIMA 8ML","E","","4,60","6,99","5,29","",""
"7891350034288","ESM RISQUE NUDES BRILHO BRILHO MEU 8ML","E","","4,60","6,99","","",""
"7891350034295","ESM RISQUE LINDA LEVE E NUDE 8ML","E","","4,60","6,99","","",""
"7891350034301","ESM RISQUE TOM DO MEU TOM 8ML","E","","4,60","6,99","","",""
"7891350034318","ESM RISQUE COTA PROVOCA 8ML","E","","4,60","","5,90","",""
"7891350034615","DES AERO MONANGE SENSIVEL 150ML","D","","9,99","","10,99","","Leve 2 unidades por R$ 8,24 cada"
"7891350034622","DES AERO MONANGE FLOR DE LAVANDA 150ML","B","","9,99","8,99","10,99","","Leve 2 unidades por R$ 8,24 cada"
"7891350034639","DES AERO MONANGE FRUTAS VERMELHAS 150ML","C","","9,99","8,99","10,99","","Leve 2 unidades por R$ 8,24 cada"
"7891350034646","DES AERO MONANGE HIDRAT INTENSA 150ML","C","","9,99","8,99","10,99","","Leve 2 unidades por R$ 8,24 cada"
"7891350034752","SAB LIQ INTIMO LUCRETIN HIDRATA 200ML","E","","18,90","","","",""
"7891350034769","KIT SAB LIQUI LUCRETIN NEUTRO 200ML","E","","25,50","32,39","23,39","",""
"7891350034776","KIT SAB LIQUI LUCRETIN FRESH 200ML","E","","25,50","32,39","23,49","",""
"7891350034820","SAB LIQ INTIMO LUCRETIN FRESH 200ML","E","","18,90","","","",""
"7891350034837","SAB LIQ INTIMO LUCRETIN NUTRE 200ML","E","","18,90","","","",""
"7891350034844","GEL FIX BOZZANO ASPECTO MOLHADO 300G","E","","17,90","16,19","16,99","","Leve 2 unidades por R$ 12,74 cada"
"7891350034851","GEL FIX BOZZANO PROT SOL AMARELO 300G","E","","12,50","","","",""
"7891350034868","GEL FIX BOZZANO ACAO PROLONGADA 300G","C","","17,90","16,19","16,99","","Leve 2 unidades por R$ 12,74 cada"
"7891350034929","GEL FIX NYLOOKS ORIGINAL 240G","E","","10,50","12,09","10,99","","Leve 3 unidades por R$ 9,34 cada"
"7891350034936","GEL FIX NYLOOKS ROSA 240G","E","","10,50","","","",""
"7891350034943","GEL FIX NYLOOKS VERDE 240G","E","","10,50","","","",""
"7891350034950","GEL FIX NYLOOKS AZUL 240G","E","","9,90","12,09","10,49","","Leve 3 unidades por R$ 9,34 cada"
"7891350036695","SH BOZZANO BARBA E CABELO 200ML","E","","19,90","14,69","21,99","","Leve 2 unidades por R$ 16,49 cada"
"7891350036701","CR MODELADOR CAPILAR BOZZANO 140G","E","","19,90","22,59","21,99","","Leve 2 unidades por R$ 16,49 cada"
"7891350036718","BALM HIDRAT BOZZANO BARBA/BIGODE 90G","E","","24,90","29,69","24,99","","Leve 2 unidades por R$ 18,74 cada"
"7891350036732","CERA MODELADORA BOZZANO 80G","D","","25,90","29,49","26,99","","Leve 2 unidades por R$ 20,24 cada"
"7891350036992","ESM RISQUE DIAMOND GEL CINZA GRANITO 9,5ML","E","","9,50","12,99","","",""
"7891350037005","ESM RISQUE DIAMOND GEL CHA BRANCO 9,5ML","C","","9,90","12,99","11,29","",""
"7891350037012","ESM RISQUE DIAMOND GEL BRANCO CAMAFEU 9,5ML","E","","9,90","12,99","11,29","",""
"7891350037029","ESM RISQUE DIAMOND GEL NOZ MOSCADA 9,5ML","E","","9,90","12,99","11,29","",""
"7891350037036","ESM RISQUE DIAMOND GEL SAL ROSA 9,5ML","D","","9,90","12,99","11,29","",""
"7891350037043","ESM RISQUE DIAMOND GEL TIRAMISU 9,5ML","E","","9,50","12,99","12,99","",""
"7891350037050","ESM RISQUE DIAMOND GEL ESPUMANTE ROSE 9,5ML","E","","9,50","12,99","11,39","",""
"7891350037067","ESM RISQUE DIAMOND GEL LAVANDA FRANCESA 9,5ML","E","","9,97","12,99","11,19","",""
"7891350037074","ESM RISQUE DIAMOND GEL COURO NUDE 9,5ML","E","","9,50","12,99","","",""
"7891350037081","ESM RISQUE DIAMOND GEL VELUDO ROSE 9,5ML","E","","9,50","12,99","10,89","",""
"7891350037098","ESM RISQUE DIAMOND GEL HIBISCO ROSA 9,5ML","E","","9,90","12,99","11,29","",""
"7891350037104","ESM RISQUE DIAMOND GEL CREME DE PITAYA 9,5ML","E","","9,90","12,99","11,19","",""
"7891350037111","ESM RISQUE DIAMOND GEL ROSA FLAMBADO 9,5ML","E","","9,50","12,99","11,09","",""
"7891350037128","ESM RISQUE DIAMOND GEL VERMELHO CEREJA 9,5ML","E","","9,90","12,99","11,29","",""
"7891350037135","ESM RISQUE DIAMOND GEL VERMELHO RUBI 9,5ML","E","","9,90","12,99","11,09","",""
"7891350037142","ESM RISQUE DIAMOND GEL VINHO BORDO 9,5ML","E","","9,50","12,99","11,19","",""
"7891350037159","ESM RISQUE DIAMOND GEL AMORA NEGRA 9,5ML","E","","9,98","12,99","11,29","",""
"7891350037166","ESM RISQUE GEL CALDA DE BLUEBERRY 9,5ML","C","","9,90","12,99","10,99","",""
"7891350037173","ESM RISQUE DIAMOND GEL PRETO CAVIAR 9,5ML","D","","9,90","12,99","11,19","",""
"7891350037180","ESM RISQUE DIAMOND GEL CETIM DOURADO 9,5ML","E","","9,50","12,99","","",""
"7891350037197","ESM RISQUE DIAMOND GEL TOP COAT FIXADOR PASSO 2 9,5ML","C","","13,90","16,99","15,99","",""
"7891350037203","ESM RISQUE DIAMOND GEL CINZA GRANITO 9,5ML CX C/6","E","","53,90","","","",""
"7891350037210","ESM RISQUE DIAMOND GEL CHA BRANCO 9,5ML CX C/6","C","","56,90","","","",""
"7891350037227","ESM RISQUE DIAMOND GEL BRANCO CAMAFEU 9,5ML CX C/6","E","","59,90","","","",""
"7891350037234","ESM RISQUE DIAMOND GEL NOZ MOSCADA 9,5ML CX C/6","E","","56,90","","","",""
"7891350037241","ESM RISQUE DIAMOND GEL SAL ROSA 9,5ML CX C/6","D","","60,90","","","",""
"7891350037258","ESM RISQUE DIAMOND GEL TIRAMISU 9,5ML CX C/6","E","","53,40","","","",""
"7891350037265","ESM RISQUE DIAMOND GEL ESPUMANTE ROSE 9,5ML CX C/6","E","","58,64","","","",""
"7891350037272","ESM RISQUE DIAMOND GEL LAVANDA FRANCESA 9,5ML CX C/6","E","","59,83","","","",""
"7891350037289","ESM RISQUE DIAMOND GEL COURO NUDE 9,5ML CX C/6","E","","53,40","","","",""
"7891350037302","ESM RISQUE DIAMOND GEL HIBISCO ROSA 9,5ML CX C/6","E","","161,90","","","",""
"7891350037319","ESM RISQUE DIAMOND GEL CREME DE PITAYA 9,5ML CX C/6","E","","69,90","","","",""
"7891350037326","ESM RISQUE DIAMOND GEL ROSA FLAMBADO 9,5ML CX C/6","E","","59,90","","","",""
"7891350037333","ESM RISQUE DIAMOND GEL VERMELHO CEREJA 9,5ML CX C/6","E","","59,90","","","",""
"7891350037340","ESM RISQUE DIAMOND GEL VERMELHO RUBI 9,5ML CX C/6","E","","55,90","","","",""
"7891350037357","ESM RISQUE DIAMOND GEL VINHO BORDO 9,5ML CX C/6","E","","59,22","","","",""
"7891350037364","ESM RISQUE DIAMOND GEL AMORA NEGRA 9,5ML CX C/6","E","","59,90","","","",""
"7891350037388","ESM RISQUE DIAMOND GEL PRETO CAVIAR 9,5ML CX C/6","D","","59,90","","","",""
"7891350037395","ESM RISQUE DIAMOND GEL CETIM DOURADO 9,5ML CX C/6","E","","53,40","","","",""
"7891350037401","ESM RISQUE DIAMOND GEL TOP COAT FIXADOR PASSO 2 9,5ML CX C/6","C","","83,50","","","",""
"7891350037449","TIN KOLESTON PRETO INFINITO COR 10","E","","19,90","23,95","22,29","",""
"7891350037456","TIN KOLESTON CASTANHO OURO 53","E","","19,90","23,95","26,99","",""
"7891350037463","TIN KOLESTON CASTANHO COBRE COR 641","E","","19,90","23,95","22,29","",""
"7891350037487","ESM RISQUE TECHNOLOGY SERUM REPARADOR 8ML","E","","7,50","","8,99","",""
"7891350037517","TIN SOFT COLOR CAFÉ EXPRESSO 10","E","","23,90","29,15","27,99","",""
"7891350037555","ESM RISQUE REVOLUCAO DAS CORES CANCELA JULGAMENTOS 8ML","E","","13,90","","","",""
"7891350037562","ESM RISQUE REVOLUCAO DAS CORES MENTA.LIZA 8ML","E","","13,90","","","",""
"7891350037579","ESM RISQUE REVOLUCAO DAS CORES SE JOGA NO BEGE 8ML","E","","13,90","6,85","","",""
"7891350037586","ESM RISQUE REVOLUCAO DAS CORES ROSA PARA TODES 8ML","E","","13,90","","","",""
"7891350037593","ESM RISQUE REVOLUCAO DAS CORES PREGUICA DE PADROES8ML","E","","13,90","","","",""
"7891350037609","ESM RISQUE REVOLUCAO DAS CORES DE PACIFICO SO O OCEANO8ML","E","","13,90","","","",""
"7891350037791","DES AERO MAN BOZZANO ANTI DRY 150ML","E","","9,99","8,99","10,99","","Leve 2 unidades por R$ 8,24 cada"
"7891350037807","DES AERO MAN BOZZANO ANTI CARVAO 150ML","C","","9,99","8,99","10,99","","Leve 2 unidades por R$ 8,24 cada"
"7891350037814","ESM RISQUE FRIENDS O TAXI DA PHOEB 8ML","E","","5,95","6,99","6,99","",""
"7891350037821","ESM RISQUE FRIENDS HOW YOU DOIN","E","","5,95","6,99","","",""
"7891350037838","ESM RISQUE FRIENDS APARTAMENTO 20","E","","5,95","6,99","6,99","",""
"7891350037845","ESM RISQUE FRIENDS CAFE CENTRAL PERK","E","","5,95","6,99","","",""
"7891350037852","ESM RISQUE FRIENDS SOFA COM AMIGOS","E","","5,95","6,99","6,99","",""
"7891350037869","ESM RISQUE FRIENDS OH MY GOD","E","","5,95","6,99","","",""
"7891350038057","ESM RISQUE DEUSAS INSP INSPIRACAO DIVINA 8ML","E","","5,50","6,85","6,99","",""
"7891350038064","ESM RISQUE DEUSAS INSP PELO AMOR DA DEUSA 8ML","E","","5,50","6,85","6,99","",""
"7891350038071","ESM RISQUE DEUSAS INSP FORCA CELESTIAL 8ML","E","","5,50","6,85","6,99","",""
"7891350038088","ESM RISQUE DEUSAS INSP SORORIDEUSAS 8ML","E","","5,50","6,85","","",""
"7891350038095","ESM RISQUE DEUSAS INSP PODER MUITAS 8ML","E","","5,50","6,85","6,99","",""
"7891350038101","ESM RISQUE DEUSAS INSP TODAS POR UMA 8ML","E","","5,50","6,85","6,99","",""
"7891350038293","ESM RISQUE GUERRA DO ARCO IRIS 8ML","D","","4,90","6,99","6,99","",""
"7891350038309","ESM RISQUE MPOUPE QUEM MEDERA 8ML","E","","4,60","6,99","5,90","",""
"7891350038316","ESM RISQUE CHIK POP 8ML","D","","4,60","6,99","6,69","",""
"7891350038323","ESM RISQUE MOLETOM E SALTO 8ML","E","","4,60","6,99","6,99","",""
"7891350038330","ESM RISQUE EU SOU ESSE GLAM TDO 8ML","C","","4,60","6,99","6,99","",""
"7891350038347","ESM RISQUE VERMELHO FELICIDADE 8ML","D","","4,60","6,99","6,99","",""
"7891350038545","ESM RISQUE DGEL MEU MOSCOW MULE 9,5","E","","9,50","12,99","12,90","",""
"7891350038552","ESM RISQUE DGEL GIN & SUNSET 9,5","E","","9,50","12,99","11,29","",""
"7891350038569","ESM RISQUE GEL BLOODY MARY VIB 9,5","E","","10,90","12,99","12,90","",""
"7891350038613","DES AERO MAN CLINICAL BOZZANO CLEAN 150ML","D","","9,99","14,99","13,99","Leve 2 e pague %11,24(50.00) cada","Leve 2 unidades por R$ 10,49 cada"
"7891350038620","DES AERO MAN CLINICAL BOZZANO ULTRA COOL 150ML","E","","10,99","14,99","13,99","Leve 2 e pague %11,24(50.00) cada","Leve 2 unidades por R$ 10,49 cada"
"7891350038873","TIN BIOCOLOR HOMEM BOZZANO REDUÇÃO DOS GRISALHOS","E","","35,90","32,29","31,19","",""
"7891350038880","TONALIZANTE BIOCOLOR HOMEM LOURO ESCURO 60ML","E","","26,90","","28,59","",""
"7891350038897","TIN BIOCOLOR HOMEM BOZZANO CASTANHO CLARO","E","","34,90","32,29","27,89","",""
"7891350038903","TIN BIOCOLOR HOMEM BOZZANO CASTANHO MEDIO","E","","34,90","32,29","28,19","",""
"7891350038910","TONALIZANTE BIOCOLOR HOMEM BOZZANO CASTANHO ESCURO 60ML","E","","34,90","32,29","28,99","",""
"7891350038927","TIN BIOCOLOR HOMEM BOZZANO PRETO","E","","34,90","32,29","28,19","",""
"7891350038934","TIN KOLESTON CASTANHO CREPUSCULO COR 415","E","","19,90","23,95","21,59","",""
"7891350038972","ESM RISQUE IZA ESSE MARROM E MEU 8ML","E","","6,30","7,99","5,09","",""
"7891350038989","ESM RISQUE IZA IMPERATRIZ 8ML","E","","6,30","7,99","5,55","",""
"7891350038996","ESM RISQUE IZA AZUL PESADAO 8ML","E","","6,30","7,99","6,90","",""
"7891350039009","ESM RISQUE IZA BR.IZA 8ML","E","","6,30","7,99","5,05","",""
"7891350039016","ESM RISQUE IZA A VOZ DO GUETO 8ML","E","","5,90","7,99","6,15","",""
"7891350039023","ESM RISQUE IZA CHEIA DE GINGA 8ML","E","","6,30","7,99","5,35","",""
"7891350039337","ESM RISQUE CARE SECAGEM EXPRESS 8ML","B","","9,95","10,45","9,15","",""
"7891350039399","BASE RISQUE BIO 9ML C/9ML","E","","9,90","12,99","12,99","",""
"7891350039405","ESM RISQUE BIO LIRIO BRANCO 9ML LIRIO BRAN C/ 9ML","E","","9,90","12,99","12,99","",""
"7891350039429","ESM RISQUE BIO PIMENTA CAIENA 9ML ESMALTE RISQUE NU BIO PIM","E","","9,90","12,99","12,99","",""
"7891350039702","ESM RISQUE NOSSO METAVERSO ON E ROTEANDO 8ML","E","","6,50","7,99","6,99","",""
"7891350039719","ESM RISQUE NOSSO METAVERSO MEU AVATAR MINHAS REGRAS 8ML","E","","6,50","7,99","6,99","",""
"7891350039726","ESM RISQUE NOSSO METAVERSO CRIPTO ROSA 8ML","E","","6,50","7,99","7,90","",""
"7891350039733","ESM RISQUE NOSSO METAVERSO HITOU NA NFT 8ML","E","","6,50","7,99","7,90","",""
"7891350039740","ESM RISQUE NOSSO METAVERSO START NO SEU PODER 8ML","E","","6,50","7,99","7,90","",""
"7891350039757","ESM RISQUE NOSSO METAVERSO PRECONCEITO FLOPOU 8ML","E","","1,99","7,99","7,99","",""
"7891350039955","SH BOZZANO ANTICASPA 3 EM 1 200ML","E","","18,50","","17,59","","Leve 2 unidades por R$ 13,19 cada"
"7891350039979","SH BOZZANO ANTIQUEDA 3 EM 1 200ML","E","","18,50","","17,59","","Leve 2 unidades por R$ 13,19 cada"
"7891350040036","ESM RISQUE REIVENTE O NORMAL PADRAOZINHO PRA QUEM 8ML","E","","7,60","7,99","7,59","",""
"7891350040043","ESM RISQUE REIVENTE O NORMAL SEM FILTRO 8ML","E","","7,60","7,99","7,59","",""
"7891350040050","ESM RISQUE REIVENTE O NORMAL COMIGO NINGUEM COBRE 8ML","E","","7,60","7,99","8,99","",""
"7891350040067","ESM RISQUE REIVENTE O NORMAL NAO ME ROTULE 8ML","E","","7,60","7,99","7,55","",""
"7891350040074","ESM RISQUE REIVENTE O NORMAL POLITICAMENTE COLORIDA 8ML","E","","7,60","7,99","7,55","",""
"7891350040081","ESM RISQUE REIVENTE O NORMAL FORA DA CAIXINHA 8ML","E","","7,60","7,99","8,99","",""
"7891350040098","ESM RISQUE REIVENTE O NORMAL GERAÇAO CTRL Z 8ML","E","","7,60","7,99","7,55","",""
"7891350040104","ESM RISQUE REIVENTE O NORMAL NEON GENDER 8ML","E","","7,60","7,99","7,55","",""
"7891350040357","ESM RISQUE LIVRE PARA BRILHAR CAPRICHA NO GLOW 8ML","E","","8,50","7,99","8,99","",""
"7891350040364","ESM RISQUE LIVRE PARA BRILHAR CRAVEJADA NO GLITTER 8ML","E","","8,50","7,99","","",""
"7891350040371","ESM RISQUE LIVRE PARA BRILHAR DONA DA FESTA 8ML","E","","8,50","5,69","8,99","",""
"7891350040388","ESM RISQUE LIVRE PARA BRILHAR CHEGA E ARRASA 8ML","E","","8,50","7,99","8,99","",""
"7891350040395","ESM RISQUE LIVRE PARA BRILHAR DE PAETE NA AVENIDA 8ML","E","","8,50","","8,99","",""
"7891350040401","ESM RISQUE LIVRE PARA BRILHAR METALICO JA ACORDO DIVANDO 8ML","E","","8,50","7,99","8,99","",""
"7891350040487","ESM RISQUE NOVA COR A.MAR 8ML","E","","4,60","6,99","6,99","",""
"7891350040494","ESM RISQUE NOVA COR SE SOLTA NO BLUES 8ML","E","","4,60","6,99","6,99","",""
"7891350040500","ESM RISQUE NOVA COR LOOK DO DIA GOOD VIBES 8ML","E","","4,60","6,99","6,99","",""
"7891350040517","ESM RISQUE NOVA COR ANTES SOL QUE MAL ILUMINADA 8ML","E","","4,60","6,99","6,99","",""
"7891350040524","ESM RISQUE NOVA COR ROXO SEM CRISE 8ML","D","","4,60","6,99","6,99","",""
"7891350040531","ESM RISQUE VOLTEI MENTA.LIZA 8ML","E","","4,60","6,99","6,99","",""
"7891350040876","ESM RISQUE GEL NOITES ILUMINADAS MEIA NOITE EM PARIS 9,5ML","E","","12,99","","","",""
"7891350040883","ESM RISQUE GEL NOITES ILUMINADAS KARAOKE EM TOQUIO 9,5ML","E","","12,99","","16,89","",""
"7891350040890","ESM RISQUE GEL NOITES ILUMINADAS ANO NOVO NO RIO 9,5ML","E","","12,99","","","",""
"7891350041095","ESM RISQUE DIAMOND GEL SEDA LILAS 9,5ML","C","","9,90","12,99","11,29","",""
"7891350041101","ESM RISQUE DIAMOND GEL LICOR DE CRANBERRY 9,5ML","C","","9,90","12,99","11,39","",""
"7891350041200","ESM RISQUE DIAMOND GEL TOP COAT EFEITO CRISTAL 9,5ML","D","","12,90","16,99","13,49","",""
"7891350041217","ESM RISQUE DIAMOND GEL TOP COAT EFEITO PAETE 9,5ML","D","","12,90","16,99","13,29","",""
"7891350041873","ESM RISQUE HOJE SIM AMANHA TALVEZ 8ML","D","","4,90","","6,99","",""
"7891350042153","ESM RISQUE BRIDGERTON O ESCANDALO DE WHISTLEDOWN 8ML","E","","7,50","7,99","7,15","",""
"7891350042160","ESM RISQUE BRIDGERTON REGENDO MINHA HISTORIA 8ML","E","","7,50","7,99","7,15","",""
"7891350042177","ESM RISQUE BRIDGERTON A VEZ DA PENELOPE 8ML","E","","7,50","7,99","8,99","",""
"7891350042184","ESM RISQUE BRIDGERTON UMA ABELHA ME CONTOU 8ML","E","","7,50","7,99","8,39","",""
"7891350042191","ESM RISQUE BRIDGERTON SUA MAJESTADE A RAINHA 8ML","E","","7,50","7,99","8,09","",""
"7891350042207","ESM RISQUE BRIDGERTON DIAMANTE DA TEMPORADA 8ML","E","","7,50","7,99","7,95","",""
