Cód. Barras/Etiq.,Embalagem,Curva ABC Qtd.,Caderno de Ofertas,Custo Médio Unit.,Preço Venda Unit.,Preço Oferta Unit.
7891463000729,SERINGA INSULINA C/1ML SLIP S/ AGULHA,E,,"0,63","1,39","1,39"
7891463000859,"SERINGA P/INSULINA 1ML C/AGULHA 13X0,38MM BD",B,,"1,28","2,90","2,90"
7891463000859,"SERINGA P/INSULINA 1ML C/AGULHA 13X0,38MM BD",C,,"1,28","2,90","2,90"
7891463000859,"SERINGA P/INSULINA 1ML C/AGULHA 13X0,38MM BD",E,,"0,99","2,90","2,90"
7891463001771,SERINGA BD S/AGULHA 5ML,A,,"0,53","1,99","1,99"
7891463002341,SERINGA BD S/AGULHA 10ML,B,,"0,87","2,69","2,69"
7891463003782,SERINGA BD S/AGULHA 20ML,B,,"1,37","4,99","4,99"
7891463006615,SERINGA BD C/AGULHA HIPO C/3ML,E,,"126,89","2,50","2,50"
7891463009210,"AGULHA BD ECLIPSE 0,70MMX30MM ",E,,"0,50","1,50","1,50"
78914940,OLEO CORPORAL PAIXAO IRRESISTIVEL 200ML,C,,"11,98","22,90","22,90"
78914957,CR HIDRAT PAIXAO IRRESISTIVEL CORPORAL 200ML,C,PERFUMARIA CESTÃO,"7,12","12,90","9,99"
78914957,CR HIDRAT PAIXAO IRRESISTIVEL CORPORAL 200ML,E,PERFUMARIA CESTÃO,"6,82","12,90","9,99"
78914964,OLEO CORPORAL PAIXAO RADIANTE 200ML,E,,"14,20","22,90","22,90"
78914971,HIDRAT CORPORAL PAIXAO RADIANTE 200ML,E,,"5,54","9,99","9,99"
78915145,TORTUGUITA TRI SABOR NAPOLITANO 18G,E,,"0,70","1,50","1,50"
7891515,LAMINA BARBEAR WILKINSON C/3 UNID,B,,"1,78","3,90","3,90"
7891522211226,FR SENSATY PREMIUM REGULAR M C/08 UNID,E,,"13,98","19,90","19,90"
7891528016498,ESC DENT SORRISO ORIGINAL MACIA ,E,,"2,13","3,20","3,20"
7891528016511,ESC DENT SORRISO ORIGINAL C/LIMPADOR DE LINGUA ,D,,"1,21","5,90","5,90"
7891528029498,CR DENTAL SORRISO TRIPLA LIMPEZA 70G,E,,"1,48","2,39","2,39"
7891528038704,CR DENTAL PREVENT ANTI PLACA 90G,E,,"13,96","15,90","15,90"
7891528038810,CR DENTAL TANDY MORANGO 50G,D,,"5,52","8,90","8,90"
7891528038810,CR DENTAL TANDY MORANGO 50G,E,,"5,53","8,90","8,90"
7891528038827,CR DENTAL TANDY TUTTI FRUTT 50G,D,,"5,46","8,90","8,90"
7891528038827,CR DENTAL TANDY TUTTI FRUTT 50G,E,,"5,55","8,90","8,90"
7891528038834,CR DENTAL TANDY UVA 50G,C,,"5,71","8,90","8,90"
7891528038834,CR DENTAL TANDY UVA 50G,E,,"5,72","8,90","8,90"
7891528116495,ESC DENT SORRISO ORIGINAL MACIA  CX C/12,E,,"25,61","39,04","39,04"
78915381,CHICLETE VALDA X XILITOL 18G,E,,"6,37","9,90","9,90"
78915398,PASTILHA VALDA FRIENDS S/ACUCAR 25G,B,,"3,59","6,90","6,90"
78915398,PASTILHA VALDA FRIENDS S/ACUCAR 25G,C,,"3,47","6,90","6,90"
78915671,TORTUGUITA BRIGADEIRO+LEITE 19G,E,,"0,81","1,50","1,50"
7891575136507,ESM INFANTIL A BASE DE AGUA AMUSANT PRINCESINHA GIOVANNA 7ML,E,,"4,55","6,90","6,90"
7891575136514,ESM INFANTIL A BASE DE AGUA AMUSANT PRINCESINHA YUMI 7ML,D,,"4,55","6,90","6,90"
7891575136514,ESM INFANTIL A BASE DE AGUA AMUSANT PRINCESINHA YUMI 7ML,E,,"4,55","6,90","6,90"
7891575136521,ESM INFANTIL A BASE DE AGUA AMUSANT PRINCESINHA BEATRIZ 7ML,E,,"4,55","6,90","6,90"
7891575136538,ESM AMUSANT INFANTIL BASE DE AGUA PRINCESINHA VALENTINA 7ML,E,,"4,55","6,90","6,90"
7891575136545,ESM INFANTIL A BASE DE AGUA AMUSANT PRINCESINHA ESTHER 7ML,E,,"4,55","6,90","6,90"
7891575136552,ESM INFANTIL A BASE DE AGUA AMUSANT PRINCESINHA LAURA 7ML,E,,"4,55","6,90","6,90"
7891597536842,SUPL ALIMENTAR GOOD VIT MAGNESIO DIMALATO C/60 CAPS,B,ACÃO VITAMINAS,"18,05","49,90","49,90"
7891597536842,SUPL ALIMENTAR GOOD VIT MAGNESIO DIMALATO C/60 CAPS,C,ACÃO VITAMINAS,"18,04","49,90","49,90"
7891597536842,SUPL ALIMENTAR GOOD VIT MAGNESIO DIMALATO C/60 CAPS,D,ACÃO VITAMINAS,"17,03","49,90","49,90"
7891634034157,PAPEL A4 COLOR FILICOLOR AMARELO 180G,E,,"31,50","47,30","47,30"
7891634250373,PAPEL SULFITE A4 COLORIDO AMARELO 50FLS PACO,E,,"12,20","14,63","14,63"
7891634377759,BLOCO PARA EDUCACAO ARTISTICA FILIPINHO C.CARD A4 120G.24FLS,E,,"8,79","13,19","13,19"
7891653010118,LOCAO PROGRESSIVA GRECIN 120ML,E,,"32,72","49,90","49,90"
7891653011115,SH COLOR GRECIN 5 CASTANHO CLARO 60ML,E,,"24,75","36,90","36,90"
7891653011122,SH COLOR GRECIN 5 CASTANHO 60ML,E,,"20,30","28,90","28,90"
7891653011139,SH COLOR GRECIN 5 CASTANHO ESCURO 60ML,E,,"16,30","24,90","24,90"
7891653011146,SH COLOR GRECIN 5 PRETO 60ML,E,,"16,30","24,90","24,90"
7891653011160,SH COLOR GRECIN 5 CASTANHO MEDIO ESCURO 60ML,E,,"19,15","28,90","28,90"
7891653014024,SAB INTIMO VAGISIL ORIGINAL PROTECAO ODOR BLOCK 200ML,E,,"15,30","28,90","28,90"
7891653014031,DES INTIMO VAGISIL 60ML,E,,"15,70","23,50","23,50"
7891653014062,SAB INTIMO VAGISIL GEL PREVENT PH EQUILIBRIO 300G,E,,"17,40","28,90","28,90"
7891653014215,DES INTIMO VAGISIL ALIADO DO PH 75ML,E,,"18,82","27,90","27,90"
78917125,BARRA CHOCOLATE TALENTO DIET AVELAS 25G,B,,"3,55","5,50","5,50"
7891721000126,FLORATIL 200MG C/4 ENV,E,02 - Preço Controlado Plugpharma,"24,24","40,54","34,75"
7891721000614,GLIFAGE 500MG C/30 CPR,D,01 - Preço Controlado Plugpharma,"21,77","29,58","24,45"
7891721000614,GLIFAGE 500MG C/30 CPR,E,02 - Preço Controlado Plugpharma,"19,49","29,58","24,45"
7891721003042,CLINFAR 10MG C/30 CPR REVEST,D,01 - Preço Controlado Plugpharma,"17,72","28,82","23,82"
7891721003042,CLINFAR 10MG C/30 CPR REVEST,E,02 - Preço Controlado Plugpharma,"17,96","28,82","23,82"
7891721008368,ALGINAC 5.000 C/1 AMP I+1 AMP II CX C/3,E,01 - Preço Controlado Plugpharma,"21,64","36,47","31,60"
7891721008368,ALGINAC 5.000 C/1 AMP I+1 AMP II CX C/3,E,02 - Preço Controlado Plugpharma,"21,62","36,47","31,60"
7891721008368,ALGINAC 5.000 C/1 AMP I+1 AMP II CX C/3,E,03 - Preço Controlado Plugpharma,"0,00","36,47","31,60"
7891721010026,DICLIN C/21 CPR REVEST,C,ANTICONCEPCIONAIS ,"17,03","24,47","19,01"
7891721010026,DICLIN C/21 CPR REVEST,D,ANTICONCEPCIONAIS ,"17,14","24,47","19,01"
7891721010026,DICLIN C/21 CPR REVEST,E,ANTICONCEPCIONAIS ,"16,41","24,47","19,01"
7891721012884,CLINFAR 20MG C/30 CPR REVEST,C,01 - Preço Controlado Plugpharma,"28,41","55,16","45,59"
7891721012884,CLINFAR 20MG C/30 CPR REVEST,E,02 - Preço Controlado Plugpharma,"37,06","55,16","45,59"
7891721012969,ROXFLAN 5MG C/30 CPR ,D,PROPAGADO ,"20,96","30,25","25,00"
7891721012969,ROXFLAN 5MG C/30 CPR ,E,PROPAGADO ,"19,23","30,25","25,00"
7891721012976,ROXFLAN 10MG C/30 CPR REVEST,E,01 - Preço Controlado Plugpharma,"42,56","59,76","49,39"
7891721012976,ROXFLAN 10MG C/30 CPR REVEST,E,02 - Preço Controlado Plugpharma,"39,75","59,76","49,39"
7891721012976,ROXFLAN 10MG C/30 CPR REVEST,E,03 - Preço Controlado Plugpharma,"41,73","59,76","49,39"
7891721014086,EUTHYROX 125MCG C/50 CPR,C,PROPAGADO ,"35,17","54,97","44,53"
7891721014086,EUTHYROX 125MCG C/50 CPR,E,01 - Preço Controlado Plugpharma,"36,96","54,97","52,22"
7891721014086,EUTHYROX 125MCG C/50 CPR,E,02 - Preço Controlado Plugpharma,"34,37","54,97","52,22"
7891721014130,EUTHYROX 150MCG C/50 CPR ,D,01 - Preço Controlado Plugpharma,"39,25","58,97","56,02"
7891721014130,EUTHYROX 150MCG C/50 CPR ,D,02 - Preço Controlado Plugpharma,"40,62","58,97","56,02"
7891721014130,EUTHYROX 150MCG C/50 CPR ,E,PROPAGADO ,"40,05","58,97","47,77"
7891721014185,EUTHYROX 175MCG C/50 CPR,E,01 - Preço Controlado Plugpharma,"44,63","66,30","62,98"
7891721014185,EUTHYROX 175MCG C/50 CPR,E,02 - Preço Controlado Plugpharma,"44,63","66,30","62,98"
7891721014185,EUTHYROX 175MCG C/50 CPR,E,PROPAGADO ,"43,23","66,30","53,71"
7891721014239,EUTHYROX 100MCG C/50 CPR,C,PROPAGADO ,"32,06","49,17","39,87"
7891721014239,EUTHYROX 100MCG C/50 CPR,E,PROPAGADO ,"31,65","49,17","39,87"
7891721014642,EUTHYROX 25MCG C/50 CPR,D,PROPAGADO ,"24,72","37,62","29,99"
7891721014697,EUTHYROX 50MCG C/50 CPR,C,PROPAGADO ,"27,10","43,04","36,79"
7891721014697,EUTHYROX 50MCG C/50 CPR,D,PROPAGADO ,"27,92","43,04","36,79"
7891721014741,EUTHYROX 75MCG C/50 CPR,C,PROPAGADO ,"30,24","47,57","37,89"
7891721014796,EUTHYROX 200MCG C/50 CPR,E,01 - Preço Controlado Plugpharma,"48,51","72,98","69,33"
7891721014963,EUTHYROX 88MCG C/50 CPR,C,PROPAGADO ,"27,35","43,49","36,87"
7891721014963,EUTHYROX 88MCG C/50 CPR,D,PROPAGADO ,"27,84","43,49","36,87"
7891721014987,EUTHYROX 112MCG C/50 CPR,C,PROPAGADO ,"31,88","55,42","43,90"
7891721014987,EUTHYROX 112MCG C/50 CPR,D,PROPAGADO ,"33,68","55,42","43,90"
7891721015007,EUTHYROX 137MCG C/50  CPR,D,PROPAGADO ,"38,80","58,48","46,78"
7891721015007,EUTHYROX 137MCG C/50  CPR,E,PROPAGADO ,"37,05","58,48","46,78"
7891721015366,DICLIN C/21 CPR REVEST (FRACIONADO) CX C/3,B,01 - Preço Controlado Plugpharma,"42,55","59,06","48,81"
7891721015366,DICLIN C/21 CPR REVEST (FRACIONADO) CX C/3,B,02 - Preço Controlado Plugpharma,"42,67","59,06","48,81"
7891721015366,DICLIN C/21 CPR REVEST (FRACIONADO) CX C/3,C,03 - Preço Controlado Plugpharma,"41,73","59,06","48,81"
7891721016165,CLINFAR 40MG C/30 CPR REVEST,E,02 - Preço Controlado Plugpharma,"69,61","111,76","92,37"
7891721016202,FLORALYTE 45 GUARANA SOL 500ML,E,01 - Preço Controlado Plugpharma,"17,54","23,12","20,96"
7891721016202,FLORALYTE 45 GUARANA SOL 500ML,E,02 - Preço Controlado Plugpharma,"17,15","23,12","20,96"
7891721016219,FLORALYTE 45 LARANJA SOL 500ML,E,01 - Preço Controlado Plugpharma,"17,47","23,12","20,96"
7891721016219,FLORALYTE 45 LARANJA SOL 500ML,E,02 - Preço Controlado Plugpharma,"17,28","23,12","20,96"
7891721016226,FLORALYTE 45 TUTTIFRUTTI SOL 500ML,E,01 - Preço Controlado Plugpharma,"17,30","23,12","20,96"
7891721016226,FLORALYTE 45 TUTTIFRUTTI SOL 500ML,E,02 - Preço Controlado Plugpharma,"17,30","23,12","20,96"
7891721019791,GN LEVOTIROXINA SODICA 25MCG C/30 CPR MERCK,B,BORA VENDER GENÉRICO 3.0,"5,43","10,85","8,99"
7891721019791,GN LEVOTIROXINA SODICA 25MCG C/30 CPR MERCK,C,BORA VENDER GENÉRICO 3.0,"6,53","10,85","8,99"
7891721019845,GN LEVOTIROXINA SODICA 50MCG C/30 CPR MERCK,B,BORA VENDER GENÉRICO 3.0,"6,28","11,99","9,66"
7891721019890,GN LEVOTIROXINA SODICA 75MCG C/30 CPR MERCK,B,BORA VENDER GENÉRICO 3.0,"6,59","13,11","10,89"
7891721019944,GN LEVOTIROXINA SODICA 88MCG C/30 CPR MERCK,E,,"8,16","15,80","15,80"
7891721019944,GN LEVOTIROXINA SODICA 88MCG C/30 CPR MERCK,E,01 - Preço Controlado Plugpharma,"8,01","15,80","13,43"
7891721019944,GN LEVOTIROXINA SODICA 88MCG C/30 CPR MERCK,E,02 - Preço Controlado Plugpharma,"8,40","15,80","13,43"
7891721019999,GN LEVOTIROXINA SODICA 100MCG C/30CPR MERCK,E,01 - Preço Controlado Plugpharma,"5,43","10,24","8,70"
7891721019999,GN LEVOTIROXINA SODICA 100MCG C/30CPR MERCK,E,02 - Preço Controlado Plugpharma,"5,21","10,24","8,70"
7891721020049,GN LEVOTIROXINA SODICA 112MCG C/30CPR MERCK,E,01 - Preço Controlado Plugpharma,"10,30","20,14","17,12"
7891721020049,GN LEVOTIROXINA SODICA 112MCG C/30CPR MERCK,E,02 - Preço Controlado Plugpharma,"10,16","20,14","17,12"
7891721020049,GN LEVOTIROXINA SODICA 112MCG C/30CPR MERCK,E,BORA VENDER GENÉRICO 3.0,"10,41","20,14","18,82"
7891721020094,GN LEVOTIROXINA SODICA 125MCG C/30 CPR MERCK,B,BORA VENDER GENÉRICO 3.0,"7,54","15,00","12,75"
7891721020094,GN LEVOTIROXINA SODICA 125MCG C/30 CPR MERCK,C,BORA VENDER GENÉRICO 3.0,"8,99","15,00","12,75"
7891721020148,GN LEVOTIROXINA SODICA 150MCG C/30 CPR MERCK,B,BORA VENDER GENÉRICO 3.0,"8,91","16,17","12,75"
7891721020148,GN LEVOTIROXINA SODICA 150MCG C/30 CPR MERCK,C,BORA VENDER GENÉRICO 3.0,"10,19","16,17","12,75"
7891721020193,GN LEVOTIROXINA SODICA 175MCG C/30 CPR MERCK,C,BORA VENDER GENÉRICO 3.0,"11,76","20,43","16,30"
7891721020193,GN LEVOTIROXINA SODICA 175MCG C/30 CPR MERCK,D,BORA VENDER GENÉRICO 3.0,"12,79","20,43","16,30"
7891721020193,GN LEVOTIROXINA SODICA 175MCG C/30 CPR MERCK,E,BORA VENDER GENÉRICO 3.0,"12,98","20,43","16,30"
7891721020247,GN LEVOTIROXINA SODICA 200MCG C/30 CPR MERCK,E,BORA VENDER GENÉRICO 3.0,"18,90","35,32","22,96"
7891721020506,CITONEURIN 5000 INJ C/1 AMP I+ AMP II CX C/3,A,01 - Preço Controlado Plugpharma,"13,80","20,11","17,43"
7891721020506,CITONEURIN 5000 INJ C/1 AMP I+ AMP II CX C/3,A,02 - Preço Controlado Plugpharma,"13,87","20,11","17,43"
7891721020506,CITONEURIN 5000 INJ C/1 AMP I+ AMP II CX C/3,B,03 - Preço Controlado Plugpharma,"13,84","20,11","17,43"
7891721020520,CITONEURIN 1000MCG INJ C/1 AMP I C/1 AMP II CX C/3,D,02 - Preço Controlado Plugpharma,"7,80","13,16","11,40"
7891721022579,GLIFAGE XR 1G C/30 CPR,D,PROPAGADO ,"39,53","56,04","40,39"
7891721022579,GLIFAGE XR 1G C/30 CPR,E,PROPAGADO ,"38,57","56,04","40,39"
7891721022845,FLEXIVE CDM 350MG/G CR 50G,D,02 - Preço Controlado Plugpharma,"57,13","83,14","75,37"
7891721022845,FLEXIVE CDM 350MG/G CR 50G,E,01 - Preço Controlado Plugpharma,"53,80","83,14","75,37"
7891721022845,FLEXIVE CDM 350MG/G CR 50G,E,03 - Preço Controlado Plugpharma,"55,06","83,14","75,37"
7891721022937,FLORALYTE 90 MEQ/I SOL ORAL 500ML,E,01 - Preço Controlado Plugpharma,"18,01","24,23","21,96"
7891721023422,FLEXIVE CDM 350MG/G CR 25G,D,PROPAGADO ,"34,15","49,64","45,00"
7891721023422,FLEXIVE CDM 350MG/G CR 25G,E,PROPAGADO ,"33,96","49,64","45,00"
7891721023477,GN ACICLOVIR 200MG C/25 CPR MERCK,E,BORA VENDER GENÉRICO 3.0,"18,44","143,50","42,00"
7891721023491,GN MESIL DOXAZOSINA 2MG C/30 CPR MERCK,E,01 - Preço Controlado Plugpharma,"10,51","61,71","33,94"
7891721023491,GN MESIL DOXAZOSINA 2MG C/30 CPR MERCK,E,02 - Preço Controlado Plugpharma,"9,88","61,71","33,94"
7891721023507,GN MESIL DOXAZOSINA 4MG C/30 CPR MERCK,E,02 - Preço Controlado Plugpharma,"35,85","168,38","92,61"
7891721023521,GN CLORIDRATO DE SOTALOL 160MG C/30 CPR MERCK,E,BORA VENDER GENÉRICO 3.0,"23,72","101,33","49,88"
7891721023545,MESIDOX 2MG C/30 CPR,E,01 - Preço Controlado Plugpharma,"28,43","42,29","34,95"
7891721023545,MESIDOX 2MG C/30 CPR,E,02 - Preço Controlado Plugpharma,"27,03","42,29","34,95"
7891721023576,MESIDOX 4MG C/30 CPR,E,01 - Preço Controlado Plugpharma,"47,68","84,05","69,47"
7891721023576,MESIDOX 4MG C/30 CPR,E,02 - Preço Controlado Plugpharma,"49,10","84,05","69,47"
7891721023576,MESIDOX 4MG C/30 CPR,E,03 - Preço Controlado Plugpharma,"56,20","84,05","69,47"
7891721023965,ALGINAC RETARD C/10 CPR REVEST,B,03 - Preço Controlado Plugpharma,"51,02","72,25","62,60"
7891721023965,ALGINAC RETARD C/10 CPR REVEST,C,01 - Preço Controlado Plugpharma,"49,66","72,25","62,60"
7891721023965,ALGINAC RETARD C/10 CPR REVEST,D,02 - Preço Controlado Plugpharma,"44,10","72,25","62,60"
7891721024337,CEBION LARANJA 1G C/30 CPR EFERV ,E,,"29,84","45,50","45,50"
7891721024481,DEXA-CITONEURIN NFF INJ C/1 AMP I C/1 AMP II CX C/3,B,01 - Preço Controlado Plugpharma,"36,45","52,61","45,59"
7891721024481,DEXA-CITONEURIN NFF INJ C/1 AMP I C/1 AMP II CX C/3,B,02 - Preço Controlado Plugpharma,"37,09","52,61","45,59"
7891721024481,DEXA-CITONEURIN NFF INJ C/1 AMP I C/1 AMP II CX C/3,C,03 - Preço Controlado Plugpharma,"37,32","52,61","45,59"
7891721024924,"CONCOR 1,25MG C/30 CPR REVEST",E,01 - Preço Controlado Plugpharma,"50,09","73,44","60,70"
7891721024924,"CONCOR 1,25MG C/30 CPR REVEST",E,02 - Preço Controlado Plugpharma,"49,04","73,44","60,70"
7891721024924,"CONCOR 1,25MG C/30 CPR REVEST",E,03 - Preço Controlado Plugpharma,"49,04","73,44","60,70"
7891721024986,"CONCOR 2,5MG C/30 CPR REVEST",C,01 - Preço Controlado Plugpharma,"57,19","84,56","69,89"
7891721024986,"CONCOR 2,5MG C/30 CPR REVEST",C,03 - Preço Controlado Plugpharma,"57,13","84,56","69,89"
7891721024986,"CONCOR 2,5MG C/30 CPR REVEST",D,02 - Preço Controlado Plugpharma,"57,18","84,56","69,89"
7891721025105,CONCOR 5MG C/30 CPR REVEST,C,PROPAGADO ,"68,84","102,87","85,02"
7891721025105,CONCOR 5MG C/30 CPR REVEST,D,PROPAGADO ,"68,69","102,87","85,02"
7891721025228,CONCOR 10MG C/30 CPR REVEST,E,01 - Preço Controlado Plugpharma,"80,02","117,22","96,88"
7891721025228,CONCOR 10MG C/30 CPR REVEST,E,02 - Preço Controlado Plugpharma,"78,89","117,22","96,88"
7891721025228,CONCOR 10MG C/30 CPR REVEST,E,03 - Preço Controlado Plugpharma,"77,92","117,22","96,88"
7891721026546,FLORATIL AT 250MG 10 SACHES,E,02 - Preço Controlado Plugpharma,"52,09","87,08","66,92"
7891721026621,GLUCOVANCE 500+5MG C/30 CPR,C,01 - Preço Controlado Plugpharma,"39,80","56,39","46,61"
7891721026621,GLUCOVANCE 500+5MG C/30 CPR,D,02 - Preço Controlado Plugpharma,"38,96","56,39","46,61"
7891721026621,GLUCOVANCE 500+5MG C/30 CPR,E,03 - Preço Controlado Plugpharma,"39,19","56,39","46,61"
7891721026676,CONCOR HCT 10+25MG C/30 CPR,E,02 - Preço Controlado Plugpharma,"81,60","146,59","121,16"
7891721026706,"CONCOR HCT 5+12,5MG C/30 CPR",C,PROPAGADO ,"81,68","144,64","108,49"
7891721026706,"CONCOR HCT 5+12,5MG C/30 CPR",D,PROPAGADO ,"83,79","144,64","108,49"
7891721026706,"CONCOR HCT 5+12,5MG C/30 CPR",E,PROPAGADO ,"100,42","144,64","108,49"
7891721026898,"GN BISOPROLOL 2,5MG C/30 CPR MERCK",C,BORA VENDER GENÉRICO 3.0,"27,64","46,06","39,15"
7891721026898,"GN BISOPROLOL 2,5MG C/30 CPR MERCK",E,BORA VENDER GENÉRICO 3.0,"27,75","46,06","39,15"
7891721026959,GN HEMIFUMARATO DE BISOPROLOL 5MG C/30 CPR REVEST MERCK,C,01 - Preço Controlado Plugpharma,"34,10","56,07","47,66"
7891721026959,GN HEMIFUMARATO DE BISOPROLOL 5MG C/30 CPR REVEST MERCK,E,02 - Preço Controlado Plugpharma,"32,56","56,07","47,66"
7891721026959,GN HEMIFUMARATO DE BISOPROLOL 5MG C/30 CPR REVEST MERCK,E,03 - Preço Controlado Plugpharma,"32,57","56,07","47,66"
7891721027017,GN HEMIFUMARATO DE BISOPROLOL 10MG C/30 CPR REVEST MERCK,D,01 - Preço Controlado Plugpharma,"39,39","63,89","54,31"
7891721027017,GN HEMIFUMARATO DE BISOPROLOL 10MG C/30 CPR REVEST MERCK,E,02 - Preço Controlado Plugpharma,"39,16","63,89","54,31"
7891721027406,GN CLORIDRATO DE METFORMINA 850MG C/30 CPR MERCK,E,BORA VENDER GENÉRICO 3.0,"3,32","23,40","19,04"
7891721027437,GLIFAGE 850MG C/30 CPR,E,01 - Preço Controlado Plugpharma,"26,00","39,79","32,89"
7891721027437,GLIFAGE 850MG C/30 CPR,E,02 - Preço Controlado Plugpharma,"27,24","39,79","32,89"
7891721027437,GLIFAGE 850MG C/30 CPR,E,03 - Preço Controlado Plugpharma,"25,84","39,79","32,89"
7891721027451,GLIFAGE XR 750MG C/30 CPR,E,01 - Preço Controlado Plugpharma,"27,00","40,30","33,31"
7891721027451,GLIFAGE XR 750MG C/30 CPR,E,02 - Preço Controlado Plugpharma,"27,27","40,30","33,31"
7891721027451,GLIFAGE XR 750MG C/30 CPR,E,03 - Preço Controlado Plugpharma,"27,78","40,30","33,31"
7891721027468,GLIFAGE XR 500MG C/30 CPR,A,PROPAGADO ,"6,50","11,67","8,26"
7891721028120,GN PREGABALINA 150MG C/30 CPR MERCK,E,02 - Preço Controlado Plugpharma,"42,11","188,48","113,09"
7891721028335,CITONEURIN 5000MCG C/20 DRG,E,01 - Preço Controlado Plugpharma,"50,14","71,89","62,29"
7891721028335,CITONEURIN 5000MCG C/20 DRG,E,02 - Preço Controlado Plugpharma,"49,03","71,89","62,29"
7891721028335,CITONEURIN 5000MCG C/20 DRG,E,03 - Preço Controlado Plugpharma,"24,96","71,89","62,29"
7891721028694,BION 3 C/30 TABLETES,E,,"55,67","79,22","79,22"
7891721029370,BION 3 C/60 TABLETES,E,,"95,53","135,33","135,33"
7891721029394,CITONEURIN 5000MCG C/60 DRG,E,02 - Preço Controlado Plugpharma,"124,82","194,80","168,79"
7891721029417,"GN ACETATO DE CIPROTERONA+ETINILESTRADIOL 2MG/0,035MG C/63 ",E,BORA VENDER GENÉRICO 3.0,"19,53","53,14","38,77"
7891721029424,"GN ACETATO DE CIPROTERONA+ETINILESTRADIOL 2MG/0,035MG C/21 ",B,BORA VENDER GENÉRICO 3.0,"8,01","21,10","13,69"
7891721029639,ALGINAC 1.000 C/15 CPR REVEST,B,PROPAGADO ,"25,38","36,69","27,89"
7891721029646,ALGINAC 1MG C/30 CPR REVEST,B,PROPAGADO ,"44,80","73,63","54,90"
7891721029646,ALGINAC 1MG C/30 CPR REVEST,C,PROPAGADO ,"44,79","73,63","54,90"
7891721029646,ALGINAC 1MG C/30 CPR REVEST,E,PROPAGADO ,"47,42","73,63","54,90"
7891721029950,GLIVANCE XR 500+30MG C/30 CPR ,D,02 - Preço Controlado Plugpharma,"40,65","57,08","47,18"
7891721029950,GLIVANCE XR 500+30MG C/30 CPR ,E,01 - Preço Controlado Plugpharma,"37,84","57,08","47,18"
7891721029950,GLIVANCE XR 500+30MG C/30 CPR ,E,03 - Preço Controlado Plugpharma,"40,39","57,08","47,18"
7891721029974,CONCOR ANLO 5+5MG C/30 CPR,D,02 - Preço Controlado Plugpharma,"69,78","98,22","81,18"
7891721029974,CONCOR ANLO 5+5MG C/30 CPR,E,01 - Preço Controlado Plugpharma,"68,56","98,22","81,18"
7891721029981,CONCOR ANLO 10+5MG C/30 CPR,E,01 - Preço Controlado Plugpharma,"82,20","109,52","90,52"
7891721029998,CONCOR ANLO 10+5MG C/30 CPR,E,02 - Preço Controlado Plugpharma,"73,78","109,52","90,52"
7891721030000,CONCOR ANLO 10+10MG C/30 CPR,E,02 - Preço Controlado Plugpharma,"86,46","120,88","99,91"
7891721030017,GN CIPROFIBRATO 100MG C/30 CPR (MERCK),E,02 - Preço Controlado Plugpharma,"24,12","112,07","61,64"
7891721044137,GLIFAGE 1G C/30 CPR REVEST,E,02 - Preço Controlado Plugpharma,"36,51","56,50","46,70"
7891721044137,GLIFAGE 1G C/30 CPR REVEST,E,03 - Preço Controlado Plugpharma,"36,20","56,50","46,70"
7891721100017,CEBION LARANJA 1G C/10 CPR EFERV,E,02 - Preço Controlado Plugpharma,"11,68","17,87","16,20"
7891721100017,CEBION LARANJA 1G C/10 CPR EFERV,E,03 - Preço Controlado Plugpharma,"11,40","17,87","16,20"
7891721100024,CEBION EFV 2G C/10 CPR,E,02 - Preço Controlado Plugpharma,"20,67","28,35","24,57"
7891721100048,CEBION 200MG/ML CARAMELO GOTAS 30ML,E,02 - Preço Controlado Plugpharma,"9,32","16,63","15,08"
7891721104831,CEBION S/ACUCAR 1G C/10 CPR EFERV ,E,02 - Preço Controlado Plugpharma,"11,02","19,61","17,78"
7891721201431,CUORE 75MG C/28 CPR REVEST,E,02 - Preço Controlado Plugpharma,"48,22","74,77","61,80"
7891721201530,GLIFAGE XR 850MG C/30 CPR MERCK,C,PROPAGADO ,"27,50","41,42","30,06"
7891721201530,GLIFAGE XR 850MG C/30 CPR MERCK,E,PROPAGADO ,"14,07","41,42","30,06"
7891721201660,GLIVANCE XR 500+30MG C/60 CPR,E,01 - Preço Controlado Plugpharma,"78,42","114,19","94,38"
7891721201660,GLIVANCE XR 500+30MG C/60 CPR,E,02 - Preço Controlado Plugpharma,"75,28","114,19","94,38"
7891721201660,GLIVANCE XR 500+30MG C/60 CPR,E,03 - Preço Controlado Plugpharma,"78,71","114,19","94,38"
7891721201691,CONTRAVE 8+90MG C/120 CPR,E,02 - Preço Controlado Plugpharma,"728,42","949,36","901,89"
7891721201783,GN METFORMINA 500MG C/30 CPR,E,02 - Preço Controlado Plugpharma,"5,75","17,21","9,47"
7891721201806,GLIFAGE XR 500MG C/30 CPR,A,PROPAGADO ,"6,40","11,67","8,26"
7891721201813,CITONEURIN 5000MCG C/90 CPR,E,PROPAGADO ,"158,39","262,94","215,62"
7891721201837,ZIMIEX 10MG C/30 CPR,E,01 - Preço Controlado Plugpharma,"45,59","70,57","58,33"
7891721201837,ZIMIEX 10MG C/30 CPR,E,02 - Preço Controlado Plugpharma,"45,19","70,57","58,33"
